post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
153410556.urovne-produktovych-designeru-v-intercomu,2024-12-21T05:30:49.068Z,true,,,newsletter,everyone,Úrovně produktových designérů v Intercomu,,
153410204.ctyri-typy-ctenarske-slepoty-ktere,2024-12-21T05:15:45.106Z,true,,,newsletter,everyone,"Čtyři typy čtenářské slepoty, které ovlivňují pozornost uživatelů",,
153409996.jake-je-pouzivat-ctecku-obrazovky,2024-12-21T05:00:40.564Z,true,,,newsletter,everyone,Jaké je používat čtečku obrazovky na nepřístupném webu,,
153389520.advent-2420,2024-12-20T06:00:50.720Z,true,,,newsletter,everyone,Plánujte obsah v předstihu s redakčním kalendářem,,
153387629.jaky-je-rozdil-mezi-beznymi-a-skrytymi,2024-12-20T05:15:58.045Z,true,,,newsletter,everyone,Znáte rozdíl mezi běžnými a skrytými titulky pro video?,,
153386578.tomas-sverak-jsem-stale-ux-designer,2024-12-20T05:31:09.054Z,true,,,newsletter,everyone,Tomáš Svěrák: Jsem stále UX Designer?,,
153386239.s-lukasem-pitrou-od-cx-ke-stabilnimu,2024-12-20T05:01:10.264Z,true,,,newsletter,everyone,S Lukášem Pítrou od CX ke stabilnímu byznysu,,
153335559.advent-2419,2024-12-19T06:01:26.856Z,true,,,newsletter,everyone,Odstraňte nepotřebné uživatelské účty,,
153332634.confirmshaming-spatny-napad-a-jak,2024-12-19T05:30:49.945Z,true,,,newsletter,everyone,Confirmshaming je špatný nápad a jak na lepší UX,,
153329084.jak-kognitivni-zkresleni-ovlivnuje,2024-12-19T05:15:47.528Z,true,,,newsletter,everyone,Jak kognitivní zkreslení ovlivňuje UX design,,
153325660.aplikaci-stahujeme-mene-ale-nechame,2024-12-19T05:00:55.159Z,true,,,newsletter,everyone,"Aplikací stahujeme méně, ale necháme za ně víc peněz",,
153285739.advent-2418,2024-12-18T06:00:57.852Z,true,,,newsletter,everyone,Otestujte web v režimu pomalého připojení,,
153285127.gds-odhaluje-nedostatky-v-pristupnosti,2024-12-18T05:30:46.877Z,true,,,newsletter,everyone,GDS odhaluje nedostatky v přístupnosti za tři roky monitoringu,,
153284700.7-pravidel-pro-design-platebnich,2024-12-18T05:15:47.231Z,true,,,newsletter,everyone,7 pravidel pro design platebních tlačítek,,
153284143.co-ceka-ux-design-v-roce-2025,2024-12-18T05:00:34.639Z,true,,,newsletter,everyone,Co čeká UX design v roce 2025,,
153235357.advent-2417,2024-12-17T06:01:27.260Z,true,,,newsletter,everyone,Optimalizace obrázků a videí pro vyhledávání,,
153234474.pripadovka-lepsi-ux-prepsanim-textu,2024-12-17T05:45:49.720Z,true,,,newsletter,everyone,Případovka: lepší UX přepsáním textů v aplikaci Mobills,,
153234051.seo-trendy-v-roce-2025,2024-12-17T05:15:48.223Z,true,,,newsletter,everyone,SEO trendy v roce 2025,,
153199172.mystery-box-plny-fontu,2024-12-17T05:00:31.319Z,true,,,newsletter,everyone,Mystery Box plný fontů,,
153179669.advent-2416,2024-12-16T06:01:37.774Z,true,,,newsletter,everyone,Zaveďte dvoufaktorovou autentizaci pro vyšší bezpečnost uživatelů,,
153178773.google-da-novou-sanci-chytrym-brylim,2024-12-16T05:30:54.245Z,true,,,newsletter,everyone,Google dá novou šanci chytrým brýlím,,
153177992.informacni-dotazy-ve-vyhledavani,2024-12-16T05:15:43.910Z,true,,,newsletter,everyone,Informační dotazy ve vyhledávání vedou,,
153177702.navrhujte-pristupne-sluzby-vzhuru,2024-12-16T05:00:47.108Z,true,,,newsletter,everyone,Navrhujte přístupné služby Vzhůru dolů s Terezou Kosnarovou Venerovou,,
153138229.advent-2415,2024-12-15T06:01:23.654Z,true,,,newsletter,everyone,Zlepšete přístupnost textů,,
153121858.advent-2414,2024-12-14T06:00:00.000Z,true,,,newsletter,everyone,Operativní dashboard produktového týmu,,
153041810.advent-2413,2024-12-13T06:01:46.574Z,true,,,newsletter,everyone,Optimalizace výzev k akci,,
153028214.advent-2411,2024-12-11T10:00:00.000Z,true,,,newsletter,everyone,Mikrointerakce: Drobná zlepšení s velkým vlivem na uživatelský prožitek,,
153027913.advent-2410,2024-12-10T06:00:00.000Z,true,,,newsletter,everyone,Je nejvyšší čas optimalizovat pro hlasové hledání,,
153027584.advent-2409,2024-12-09T06:00:00.000Z,true,,,newsletter,everyone,Připravte se na nejhorší – nacvičujte obnovu systému,,
152999119.advent-2424,2024-12-24T06:01:18.453Z,true,,,newsletter,everyone,Veďte si projektový deník,,
152998639.advent-2412,2024-12-12T06:00:54.086Z,true,,,newsletter,everyone,Zpětná vazba pro úspěšný web a spokojené uživatele,,
152935622.pristupnost-pro-lepsi-seo,2024-12-15T05:30:00.000Z,true,,,newsletter,everyone,Přístupnost jako cesta k vyšším pozicím ve vyhledávačích,,
152890619.50,2024-12-27T06:59:50.912Z,true,2024-12-27T06:59:51.076Z,2024-12-27T06:59:51.076Z,newsletter,everyone,Feature creep: Řekni si o web #50,Ahoj! Ctrl-N je nové Ctrl-B. CUPID je tahák pro zamilované návrhy. Nová konkurence pro Balsamiq – offline a bez předplatného. Pixel-artové CSS překvapení. Feature creep ničí perly a weby stárnou. ,
152867586.ai-v-datove-analyze,2024-12-15T05:15:00.000Z,true,,,newsletter,everyone,AI v datové analýze,,
152866084.vytvorte-pruzny-plan-pro-uzivatelsky,2024-12-14T05:15:49.097Z,true,,,newsletter,everyone,Vytvořte pružný plán pro uživatelský výzkum,,
152865690.designova-gramotnost-a-nastaveni,2024-12-14T05:30:32.470Z,true,,,newsletter,everyone,Designová gramotnost a nastavení mysli,,
152864648.ozivte-prototypy-zvukem-a-videem,2024-12-13T05:30:52.923Z,true,,,newsletter,everyone,Oživte prototypy zvukem a videem,,
152864325.microcopy-male-texty-ktere-udelaji,2024-12-13T05:15:40.495Z,true,,,newsletter,everyone,"Microcopy: Malé texty, které udělají velký rozdíl",,
152863977.pruvodce-produktoveho-manazera-sberem,2024-12-13T05:01:11.363Z,true,,,newsletter,everyone,Průvodce produktového manažera sběrem nízko visícího ovoce,,
152862373.navrhove-vzory-ux-pro-ai,2024-12-14T05:00:58.029Z,true,,,newsletter,everyone,Návrhové vzory UX pro AI,,
152860293.user-murder-index-kdyz-ux-v-medicine,2024-12-12T05:15:37.656Z,true,,,newsletter,everyone,User Murder Index: Když UX v medicíně rozhoduje o životě a smrti,,
152859244.design-jako-veda-i-umeni,2024-12-12T05:31:01.138Z,true,,,newsletter,everyone,Design jako věda i umění,,
152858603.spojeni-ux-a-cx-pro-lepsi-zakaznickym,2024-12-12T05:01:01.296Z,true,,,newsletter,everyone,Spojení UX a CX pro lepší zákaznickým cestám,,
152857242.mikrointerakce-formuji-uzivatelske,2024-12-11T05:30:41.604Z,true,,,newsletter,everyone,Mikrointerakce formují uživatelské zážitky,,
152856876.komplexni-formulare-a-jak-je-zvladnout,2024-12-11T05:15:37.735Z,true,,,newsletter,everyone,Komplexní formuláře a jak je zvládnout,,
152856498.jak-ai-meni-praci-ux-designeru,2024-12-11T05:00:59.721Z,true,,,newsletter,everyone,Jak AI mění práci UX designérů,,
152856252.tajemstvi-dokonalych-dashboardu,2024-12-10T05:30:57.416Z,true,,,newsletter,everyone,Tajemství dokonalých dashboardů,,
152855866.od-prazdne-stranky-k-prulomovym-napadum,2024-12-10T05:15:49.546Z,true,,,newsletter,everyone,Od prázdné stránky k průlomovým nápadům,,
152853964.poznamky-ktere-funguji,2024-12-10T05:00:57.975Z,true,,,newsletter,everyone,"Jak psát poznámky, které skutečně fungují",,
152801503.specializujte-se-a-spolupracujte,2024-12-15T05:00:00.000Z,true,,,newsletter,everyone,Mluvení se zákazníky není pro každého,,
152794441.digitalni-transformace-uredniho-formulare,2024-12-09T05:30:58.880Z,true,,,newsletter,everyone,Digitální transformace úředního formuláře,,
152794182.ux-copy-ktere-uzivatele-oceni,2024-12-09T05:15:49.451Z,true,,,newsletter,everyone,"UX copy, které uživatelé ocení",,
152793741.petr-springr-rozhovor,2024-12-09T05:01:18.312Z,true,,,newsletter,everyone,Jak Petr Špringr přešel od marketingového k uživatelskému výzkumu,,
152774863.advent-2408,2024-12-08T06:00:53.304Z,true,,,newsletter,everyone,Při publikování nového obsahu postupujte podle checklistu,,
152774637.zvladnete-nabor-respondentu-i-pres,2024-12-08T05:30:58.536Z,true,,,newsletter,everyone,Zvládněte nábor respondentů i přes Vánoce,,
152774514.z-chaosu-k-prehlednosti-o-vizualizaci,2024-12-08T05:15:56.544Z,true,,,newsletter,everyone,Z chaosu k přehlednosti: O vizualizaci dat a UX,,
152774263.tajemstvi-efektivnich-jedno-strankovych,2024-12-08T05:01:23.645Z,true,,,newsletter,everyone,Tajemství efektivních jednostránkových webů,,
152683319.advent-2407,2024-12-07T06:01:28.274Z,true,,,newsletter,everyone,Sledujte mrtvé odkazy,,
152682252.navrhovy-vzor-karusel,2024-12-07T05:30:53.673Z,true,,,newsletter,everyone,Kolotoč – návrhový vzor pro úsporu místa,,
152681865.konverzacni-design-jak-zlidstit-digitalni,2024-12-07T05:15:42.503Z,true,,,newsletter,everyone,Konverzační design: Jak zlidštit digitální systémy,,
152665941.365-tipu-pro-lepsi-prodejni-texty,2024-12-07T05:01:03.831Z,true,,,newsletter,everyone,365 tipů pro lepší prodejní texty,,
152639187.advent-2406,2024-12-06T06:01:31.741Z,true,,,newsletter,everyone,Monitoringem webu k bezproblémovému provozu a předcházení potížím,,
152589718.co-vlastne-lide-na-internetu-chteji,2024-12-06T05:30:57.151Z,true,,,newsletter,everyone,Co vlastně lidé na internetu chtějí?,,
152589372.designerske-zabomysi-valky,2024-12-06T05:15:35.327Z,true,,,newsletter,everyone,Designérské žabomyší války,,
152589108.malo-si-vas-ceni,2024-12-06T05:00:31.000Z,true,,,newsletter,everyone,Málo si vás cení?,,
152571598.advent-2405,2024-12-05T06:00:38.763Z,true,,,newsletter,everyone,Lokální SEO: Jak dostat vaši firmu na mapu a zlepšit viditelnost ve vyhledávání,,
152542643.49,2024-12-19T06:59:40.980Z,true,2024-12-19T06:59:41.213Z,2024-12-19T06:59:41.213Z,newsletter,everyone,Jednoduchost webu mění svět: Řekni si o web #49,Ahoj! Je mezi Core Web Vitals a pozicí ve vyhledávání korelace nebo kauzalita? Má UX nějakou ROI? A můžeme ji vidět? Hostovali jsme v podcastu a tlejou nám mozky. Uživatelé nesnášejí skokové změny.,
152537937.brazilie-prikazuje-applu-uvolnit,2024-12-05T05:31:02.095Z,true,,,newsletter,everyone,Brazílie přikazuje Applu uvolnit nákupy v aplikacích,,
152537527.klast-otazky-je-dulezitejsi-nez-hledat,2024-12-05T05:15:46.461Z,true,,,newsletter,everyone,Klást otázky je důležitější než hledat řešení,,
152536110.google-app-prinasi-anotace-stranek,2024-12-05T05:01:24.658Z,true,,,newsletter,everyone,Google app přináší anotace stránek na iOS,,
152535407.baymard-institute-64-e-shopu-selhava,2024-12-04T05:30:13.498Z,true,,,newsletter,everyone,Baymard Institute: 64 % e-shopů selhává v řazení produktů,,
152534236.kreativni-kompas-michelle-losekoot,2024-12-04T05:01:21.987Z,true,,,newsletter,everyone,Kreativní kompas Michelle Losekoot,,
152518019.advent-2404,2024-12-04T06:01:53.015Z,true,,,newsletter,everyone,Motivujte uživatele k bezpečným heslům,,
152517180.prednasky-z-konference-inspo-24-jsou,2024-12-04T05:15:50.173Z,true,,,newsletter,everyone,Přednášky z konference INSPO ′24 jsou online,,
152502243.advent-2403-faq,2024-12-03T09:40:07.316Z,true,,,newsletter,everyone,Připravte FAQ pro web,,
152472669.registrace-tvurcu-rrtv,2024-12-03T06:01:27.595Z,true,,,newsletter,everyone,Registrace youtuberů a podcastů u RRTV,,
152459718.user-task-canvas-pomuze-porozumet,2024-12-03T09:01:59.141Z,true,,,newsletter,everyone,User Task Canvas pomůže porozumět uživatelům,,
152459177.nezapomente-pri-lokalizaci-na-emoji,2024-12-03T05:31:10.738Z,true,,,newsletter,everyone,Nezapomeňte při lokalizaci na emoji,,
152422944.dokonala-barevna-paleta-pro-kazdy,2024-12-02T09:01:00.000Z,true,,,newsletter,everyone,Dokonalá barevná paleta pro každý projekt,,
152422752.zrychlete-sve-ux-workflow-diky-pluginum,2024-12-02T08:02:51.159Z,true,,,newsletter,everyone,Zrychlete své UX workflow díky pluginům pro Figmu,,
152422456.anatomie-pisma,2024-12-02T07:02:07.706Z,true,,,newsletter,everyone,Anatomie písma,,
152421612.peter-merholz-ux-design-na-krizovatce,2024-12-03T05:01:17.757Z,true,,,newsletter,everyone,Peter Merholz: UX design na křižovatce,,
152420947.jazykove-modely-meni-pravidla-hry,2024-12-02T05:30:38.117Z,true,,,newsletter,everyone,Jazykové modely mění pravidla hry v e-commerce,,
152420095.ze-je-uzivatelsky-vyzkum-snadny-to,2024-12-02T06:02:02.994Z,true,,,newsletter,everyone,"Že je uživatelský výzkum snadný, to je mýtus",,
152419586.zralost-ux-ve-firme,2024-12-02T05:01:26.753Z,true,,,newsletter,everyone,Zralost UX ve firmě,,
152399553.advent-2402-popupy-a-souhlasy,2024-12-02T09:02:00.000Z,true,,,newsletter,everyone,Revidujte pop-upy a souhlasy na webu,,
152396051.advent-2401-obrazky,2024-12-01T11:00:00.000Z,true,,,newsletter,everyone,Zlepšete rychlost načítání webu vhodným formátem obrázků,,
152380486.slerka-learn-about-tohle-budou-jeste,2024-12-01T08:04:30.953Z,true,,,newsletter,everyone,"Šlerka: Learn About, tohle budou ještě zajímavé měsíce",,
152380111.zandl-tri-ai-nastroje-pro-automatizaci,2024-12-01T07:03:15.593Z,true,,,newsletter,everyone,Zandl: Tři AI nástroje pro automatizaci tvorby podcastu,,
152379950.otestujte-si-zabezpeceni-mailu-a,2024-12-01T06:04:07.494Z,true,,,newsletter,everyone,Otestujte si zabezpečení mailu a webu,,
152378826.poradatelum-komunitnich-akci-dochazi,2024-12-01T05:02:44.118Z,true,,,newsletter,everyone,Pořadatelům komunitních akcí dochází trpělivost s no-show,,
152315795.medova-plastev-s-ux-principy-od-petera,2024-11-30T07:02:24.244Z,true,,,newsletter,everyone,Medová plástev s UX principy od Petera Morvilla,,
152315561.navrhovani-pro-skladaci-displeje,2024-11-30T06:01:11.747Z,true,,,newsletter,everyone,Navrhování pro skládací displeje,,
152315197.jak-na-mobile-first-animace,2024-11-30T05:02:51.817Z,true,,,newsletter,everyone,Jak na mobile-first animace,,
152313661.48,2024-12-09T06:59:33.226Z,true,2024-12-09T06:59:33.348Z,2024-12-09T06:59:33.348Z,newsletter,everyone,Jste připraveni na zákon o přístupnosti? Řekni si o web #48,"Ahoj! Počítáte ROI pro UX výzkum a měříte použitelnost jako číslo? Povíme si, jak sestavit user story, a zahledíme se do budoucnosti, kde nám s prací pomůžou AI agenti. Zákon o přístupnosti se blíží!",
152312969.presun-ai-z-cloudu-do-uzivatelskych,2024-11-29T10:01:54.627Z,true,,,newsletter,everyone,Přesun AI z cloudu do uživatelských zařízení nám změní životní styl,,
152312499.ofcom-britove-travi-online-o-ctvrtinu,2024-11-29T09:01:16.784Z,true,,,newsletter,everyone,Ofcom: Britové tráví online o čtvrtinu více času než loni,,
152312349.vliv-ux-na-hodnoceni-ve-vyhledavacich,2024-11-29T08:01:27.824Z,true,,,newsletter,everyone,Vliv UX na hodnocení ve vyhledávačích,,
152305717.css-ma-nove-logo-barvy-rebeccapurple,2024-11-29T07:01:35.646Z,true,,,newsletter,everyone,CSS má nové logo barvy rebeccapurple,,
152305000.symbol-pristupnosti,2024-11-29T06:01:26.417Z,true,,,newsletter,everyone,Symbol přístupnosti,,
152304935.stav-javascriptu-v-roce-2024,2024-11-29T05:01:02.589Z,true,,,newsletter,everyone,Stav JavaScriptu v roce 2024,,
152299708.mel-lukacovic-prijit-o-cast-seznamu,2024-11-28T21:00:19.200Z,true,,,newsletter,everyone,Měl Lukačovič přijít o část Seznamu?,,
152296314.kristalova-lupa-2024-zna-viteze,2024-11-28T19:22:34.980Z,true,,,newsletter,everyone,Křišťálová Lupa 2024 zná vítěze,,
152294248.ux-design-dospiva-mezi-vlivy-cykly,2024-11-28T17:54:15.934Z,true,,,newsletter,everyone,"UX design dospívá: mezi vlivy, cykly a stagnací",,
152293085.pristupy-ke-svetlemu-a-tmavemu-rezimu,2024-11-28T17:27:42.563Z,true,,,newsletter,everyone,Přístupy ke světlému a tmavému režimu v CSS,,
152284160.jak-odhalit-potreby-uzivatelu,2024-11-28T13:32:27.509Z,true,,,newsletter,everyone,Jak odhalit potřeby uživatelů,,
152238243.penpot-laka-tvurce-pluginu-na-financni,2024-11-27T13:27:35.103Z,true,,,newsletter,everyone,Penpot láká tvůrce pluginů na finanční odměny,,
152237750.claude-ai-nejen-programuje-ale-uklada,2024-11-27T13:12:49.118Z,true,,,newsletter,everyone,"Claude AI nejen programuje, ale ukládá i do repozitáře",,
152236849.kvalitni-produkt-od-zacatku-misto,2024-11-27T13:01:39.537Z,true,,,newsletter,everyone,Kvalitní produkt od začátku místo slabého MVP?,,
152236558.myty-a-fakta-o-google-discover,2024-11-27T12:39:26.224Z,true,,,newsletter,everyone,Mýty a fakta o Google Discover,,
152093479.12-metrik-ktere-vam-pomohou-porozumet,2024-11-24T12:51:14.823Z,true,,,newsletter,everyone,"12 metrik, které vám pomohou porozumět uživatelům",,
152093068.prekonejte-designovy-dluh,2024-11-24T12:36:38.412Z,true,,,newsletter,everyone,Překonejte designový dluh,,
152092517.zapomente-na-seo-optimalizujte-pro,2024-11-24T12:16:28.397Z,true,,,newsletter,everyone,Zapomeňte na SEO – optimalizujte pro ChatGPT a další AI modely,,
152091920.vanocni-sablony,2024-11-24T11:49:56.320Z,true,,,newsletter,everyone,Vánoční šablony pro web,,
152041039.openai-predstavuje-ai-kurz-pro-ucitele,2024-11-23T10:01:34.517Z,true,,,newsletter,everyone,OpenAI představuje AI kurz pro učitele,,
152040742.nahradi-ai-avatari-powerpoint,2024-11-23T05:01:01.584Z,true,,,newsletter,everyone,Nahradí AI avataři PowerPoint?,,
152040518.rozbehl-se-registr-plnych-moci,2024-11-23T08:01:33.517Z,true,,,newsletter,everyone,Rozběhl se registr plných mocí,,
152040354.co-nas-hry-uci-o-navykovem-designu,2024-11-23T07:02:10.672Z,true,,,newsletter,everyone,Co nás hry učí o návykovém designu,,
152040266.umite-hodnotit-efektivitu-ux-tymu,2024-11-23T06:01:07.603Z,true,,,newsletter,everyone,Umíte hodnotit efektivitu UX týmu?,,
152040069.necekane-objevy-jako-zdroj-inovace,2024-11-23T09:01:22.269Z,true,,,newsletter,everyone,Nečekané objevy jako zdroj inovace,,
152038720.tajemstvi-svetla-a-barev-ve-vizualnim,2024-11-22T20:49:54.558Z,true,,,newsletter,everyone,Tajemství světla a barev ve vizuálním designu,,
152037757.potreba-sounalezitosti-a-prace-s,2024-11-22T20:23:30.888Z,true,,,newsletter,everyone,Potřeba sounáležitosti a práce s ní v designu,,
152037130.vite-jak-ve-fracii-rikaji-ai-chatu,2024-11-22T20:10:41.390Z,true,,,newsletter,everyone,"Víte, jak ve Fracii říkají AI chatu? Le Chat.",,
152036409.tak-bude-uz-evropa-znat-typograficka,2024-11-22T19:57:19.733Z,true,,,newsletter,everyone,Tak bude už Evropa znát typografická pravidla? Typofix!,,
152034820.karlec-o-ux-v-cesku-klesa-zajem,2024-11-22T19:35:26.661Z,true,,,newsletter,everyone,Karlec: O UX v Česku klesá zájem,,
152011752.vysilaci-rada-chce-registrovat-vsechny,2024-11-22T15:31:24.663Z,true,,,newsletter,everyone,Vysílací rada chce registrovat audiovizuální tvůrce s živnostenským listem,,
151965368.hlavni-myslenky-knihy-the-design,2024-11-21T10:27:44.046Z,true,,,newsletter,everyone,Hlavní myšlenky knihy The Design of Everyday Things,,
151963097.s-umelou-inteligenci-ziskava-ux-dalsi,2024-11-21T09:01:39.582Z,true,,,newsletter,everyone,S umělou inteligencí získává UX další rozměr,,
151962723.stat-nezvlada-fungovat-digitalne,2024-11-21T08:04:41.271Z,true,,,newsletter,everyone,Stát nezvládá fungovat digitálně a posouvá termín pro právo občanů na digitální službu ,,
151962152.informace-pro-ux-writery-na-jednom,2024-11-21T07:37:41.816Z,true,,,newsletter,everyone,Informace pro UX writery na jednom místě,,
151933712.spoluprace-napric-znalostnimi-sily,2024-11-21T05:01:16.934Z,true,,,newsletter,everyone,Spolupráce napříč znalostními sily,,
151933474.design-sprint-a-design-thinking-jak,2024-11-21T06:01:34.403Z,true,,,newsletter,everyone,Design sprint a design thinking: Jak vybrat správný přístup?,,
151901710.pour-perceivable-operable-understandable,2024-11-20T10:01:29.589Z,true,,,newsletter,everyone,"POUR: Perceivable, Operable, Understandable, Robust. Principy WCAG jednoduše",,
151901608.vizualni-hierarchie-ovlivnuje-chovani,2024-11-20T09:01:36.022Z,true,,,newsletter,everyone,Vizuální hierarchie ovlivňuje chování uživatelů,,
151901481.jak-snizit-kognitivni-zatez-v-ux,2024-11-20T07:00:51.946Z,true,,,newsletter,everyone,Jak snížit kognitivní zátěž v UX designu a proč na tom záleží,,
151901335.design-jako-strategicka-zbran-pro,2024-11-20T08:00:48.112Z,true,,,newsletter,everyone,Design jako strategická zbraň pro úspěch firem,,
151901136.jak-navrhovat-pro-male-objevitele,2024-11-20T07:01:10.906Z,true,,,newsletter,everyone,Jak navrhovat pro malé objevitele ve věku 5–7 let,,
151900950.design-studio-rychla-cesta-k-inovativnim,2024-11-20T06:01:28.868Z,true,,,newsletter,everyone,Design Studio: Rychlá cesta k inovativním produktovým nápadům,,
151850006.ux-design-na-ustupu,2024-11-19T10:01:13.325Z,true,,,newsletter,everyone,UX design na ústupu,,
151849820.americke-ministerstvo-spravedlnosti,2024-11-20T05:00:52.057Z,true,,,newsletter,everyone,Americké ministerstvo spravedlnosti nutí Google k prodeji Chrome,,
151849686.take-mastodon-roste-diky-odlivu-uzivatelu,2024-11-19T09:01:08.802Z,true,,,newsletter,everyone,Také Mastodon roste díky odlivu uživatelů z X,,
151849442.google-lens-obslouzi-pres-20-miliard,2024-11-19T08:01:17.817Z,true,,,newsletter,everyone,Google Lens obslouží přes 20 miliard dotazů měsíčně,,
151848713.odkazujte-primo-na-text-na-webovych,2024-11-19T07:01:31.363Z,true,,,newsletter,everyone,Odkazujte přímo na text na webových stránkách,,
151848604.struktura-url-neni-klicem-k-uspechu,2024-11-19T06:01:35.377Z,true,,,newsletter,everyone,Struktura URL není klíčem k úspěchu v SEO,,
151848022.uoou-setri-model-souhlas-nebo-zaplat,2024-11-19T05:01:10.120Z,true,,,newsletter,everyone,ÚOOÚ šetří model souhlas nebo zaplať. Seznam.cz dostal zákaz,,
151796131.figma-se-odcizuje-designerum,2024-11-18T10:01:59.680Z,true,,,newsletter,everyone,Figma se odcizuje designérům,,
151795714.efektivni-vyzkumny-plan-krok-za-krokem,2024-11-18T09:01:25.777Z,true,,,newsletter,everyone,Efektivní výzkumný plán krok za krokem,,
151795546.stav-ux-mobilnich-aplikaci-v-roce,2024-11-18T08:01:36.454Z,true,,,newsletter,everyone,Stav UX mobilních aplikací v roce 2024 a jejich nejčastější chyby,,
151795233.pismolijna-velvetyne-uvolnuje-fonty,2024-11-18T07:01:37.356Z,true,,,newsletter,everyone,Písmolijna Velvetyne uvolňuje fonty jako open-source,,
151794579.seznam-newsfeed-propousti-vice-zobrazeni,2024-11-18T06:01:15.620Z,true,,,newsletter,everyone,Seznam newsfeed propouští více zobrazení menším webům,,
151786639.cesti-osmaci-vali-v-it-nejlip-v-eu,2024-11-18T05:01:06.332Z,true,,,newsletter,everyone,Čeští osmáci válí v IT nejlíp v EU,,
151761279.pocitace-v-ceskoslovensku-pred-sametovou,2024-11-17T10:12:00.559Z,true,,,newsletter,everyone,Počítače v Československu před Sametovou revolucí,,
151760607.automatizace-usnadnuje-marketing,2024-11-17T10:01:41.827Z,true,,,newsletter,everyone,Automatizace usnadňuje marketing i malým podnikatelům,,
151760294.jak-efektivne-skalovat-research-ops,2024-11-17T09:01:49.073Z,true,,,newsletter,everyone,Jak efektivně škálovat Research Ops s Kate Towsey ,,
151759564.chyby-v-ux-ktere-zabiji-konverze,2024-11-17T08:02:08.610Z,true,,,newsletter,everyone,"Chyby v UX, které zabíjí konverze",,
151759158.tri-urovne-hodnoceni-od-googlu-dokument,2024-11-17T07:01:49.469Z,true,,,newsletter,everyone,"Tři úrovně hodnocení od Googlu: dokument, doména a autority",,
151758844.na-tvorbe-softwaru-neni-nejtezsi,2024-11-17T06:01:34.787Z,true,,,newsletter,everyone,"Na tvorbě softwaru není nejtěžší programování, ale příprava zadání",,
151722743.47,2024-12-03T12:02:18.091Z,true,2024-12-03T12:02:18.228Z,2024-12-03T12:02:18.228Z,newsletter,everyone,AI simuluje výzkum: Řekni si o web #47,Ahoj! Otvíráte políčka adventáře? Hledání hranice mezi CRO a dark patterny. Typografická inspirace. AI úspěšně simuluje chování lidí pro uživatelský výzkum. ,
151719699.gpsr-prehled-novych-povinnosti-pro,2024-11-16T10:01:01.421Z,true,,,newsletter,everyone,"GPSR: Přehled nových povinností pro výrobce, dovozce a distributory",,
151719356.seo-a-generativni-ai-trendy-data,2024-11-17T05:00:54.451Z,true,,,newsletter,everyone,"SEO a generativní AI: Trendy, data a strategie očima Pavla Ungra",,
151718954.budoucnost-e-commerce-v-cesku-podle,2024-11-16T09:00:16.110Z,true,,,newsletter,everyone,Budoucnost e-commerce v Česku podle Honzy Kvasničky,,
151718596.jak-zachranit-soukromi-v-dobe-algoritmu,2024-11-16T08:02:02.167Z,true,,,newsletter,everyone,Jak zachránit soukromí v době algoritmů,,
151718399.nenutte-uzivatele-stahnout-dalsi,2024-11-16T07:00:00.000Z,true,,,newsletter,everyone,Nenuťte uživatele stáhnout další aplikaci,,
151717837.kdy-pridat-komponentu-do-design-systemu,2024-11-16T06:01:21.117Z,true,,,newsletter,everyone,Kdy přidat komponentu do design systému,,
151717027.marek-prokop-radi-co-delat-kdyz-nejakou,2024-11-16T05:01:13.230Z,true,,,newsletter,everyone,"Marek Prokop radí, co dělat, když nějakou stránku nepotřebujete ve výsledcích hledání",,
151675198.10-mytu-o-ux-kterym-byste-nemeli,2024-11-15T10:01:49.959Z,true,,,newsletter,everyone,"10 mýtů o UX, kterým byste neměli věřit",,
151674981.barevny-prostor-hsl-jako-nejlepsi,2024-11-15T09:01:52.619Z,true,,,newsletter,everyone,Barevný prostor HSL jako nejlepší přítel designérů,,
151674816.fluidni-typografie-pro-plynuly-prechod,2024-11-15T08:02:01.349Z,true,,,newsletter,everyone,Fluidní typografie pro plynulý přechod mezi různými šířkami obrazovky,,
151674588.krok-za-krokem-k-design-systemu-pro,2024-11-15T07:00:00.000Z,true,,,newsletter,everyone,Krok za krokem k design systému pro více značek,,
151674005.jak-navrhnout-dashboard,2024-11-15T06:01:42.950Z,true,,,newsletter,everyone,Jak navrhnout srozumitelný a efektivní dashboard,,
151673175.cinsky-baidu-ma-chytre-bryle-a-ai,2024-11-15T05:01:17.259Z,true,,,newsletter,everyone,Čínský Baidu má chytré brýle a AI chat,,
151642738.jak-se-ux-prizpusobuje-krizi-a-proc,2024-11-14T10:57:03.780Z,true,,,newsletter,everyone,Jak se UX přizpůsobuje krizi a proč je nutné umět víc,,
151642132.jak-vznikly-nielsenovy-heuristiky,2024-11-14T10:37:03.988Z,true,,,newsletter,everyone,Jak vznikly Nielsenovy heuristiky použitelnosti,,
151641583.zvyrazneny-obrys-prvku-pri-zamereni,2024-11-14T10:10:59.589Z,true,,,newsletter,everyone,Zvýrazněný obrys prvku při zaměření kurzoru zlepšuje použitelnost navigace,,
151641119.vyhledavace-ecosia-a-qwant-vyzyvaji,2024-11-14T09:58:54.886Z,true,,,newsletter,everyone,Vyhledávače Ecosia a Qwant vyzývají Google,,
